id,nameKR,ribbon,bookYear,phone,priceRangeMin,priceRangeMax,businessHours,menu,dayOff,OpenDate,roadAddr,jibunAddr,detailAddress,siNm,sggNm,emdNm,zone2_1,zone2_2,lat,lng,review,foodTypes,ribbon_num
3100,삼릉고향칼국수,RIBBON_ONE,2025,054-745-1038  ,9000.0,13000.0,,,,,경상북도 경주시 삼릉3길 2 (배동),경상북도 경주시 배동 821-1,,경상북도,경주시,배동,경북,경주시,35.794693,129.205589,납작하게 밀어서 만든 손칼국수가 유명하다. 우리 밀을 사용하여 면을 만들며 국물은 멸치육수에 잡곡 가루를 넣어 걸쭉한 것이 특징이다. 오징어가 가득 들어간 해물파전을 곁들이면 좋다.,"한식(면류), 칼국수",1
3099,산해별미,RIBBON_ONE,2025,041-663-7853  ,28000.0,55000.0,,,,,충청남도 서산시 대사동5로 10 (동문동),충청남도 서산시 동문동 426-2,,충청남도,서산시,동문동,충남,서산시,36.784393,126.458059,"서해안의 별미인 우럭젓국을 전문으로 하는 곳. 우럭을 말렸다가 쪄내는 우럭포찜, 우럭포와 새우젓, 두부 등을 넣은 우럭젓국을 먹을 수 있다. 담백한 맛이 일품이다. 가격은 시장 상황에 따라 변동될 수 있다.","한식(어패류), 우럭",1
3095,진미식당,RIBBON_ONE,2025,063-856-4422  ,12000.0,38000.0,,,,,전라북도 익산시 황등면 황등로 158,전라북도 익산시 황등면 황등리 902-11 ,,전북특별자치도,익산시,황등면,전북,익산시,36.00586112420113,126.9449050112385,"90여 년의 역사를 자랑하며, 황등 비빔밥을 유명하게 만든 곳. 육회비빔밥은 사골국물에 토렴하여 따뜻하게 데워진 상태로 맛볼 수 있다. 정성이 가득한 음식에서 느껴지는 맛이 일품이다. 같이 나오는 선짓국의 맛도 좋다.","한식(일반한식), 육회비빔밥, 한식(육류), 육회",1
3094,옥류담,RIBBON_ONE,2025,031-912-8222  ,13000.0,89000.0,,,,2006년 ,경기도 고양시 일산동구 호수로 672 (장항동),경기도 고양시 일산동구 장항동 750-1 대우메종리브르,"대우메종리브르 1층, 101호 ",경기도,고양시 일산동구,장항동,경기,고양시(일산),37.66141,126.765133,이북음식 전문점이었던 모란각의 주방장이 독립해서 만든 냉면집. 순면의 함량을 높여 달라고 하면 순면으로도 해준다. 꿩으로 만든 육수가 특징이다. 꿩냉면에는 꿩고기가 고명으로 올라간다. 꼬들꼬들한 식감의 만두도 함께 곁들이면 좋다.,"한식(면류), 평양냉면, 한식(가금류), 꿩고기",1
37361,수오미엔,RIBBON_ONE,2025,0507-1433-0453,9500.0,13500.0,,,,2023년 08월 29일,대구광역시 중구 동덕로 64  (대봉동),대구광역시 중구 대봉동 24-18,"1층, 101호",대구광역시,중구,대봉동,대구,중구,35.86061117355,128.604221880763,"대만식 우육면, 가지 튀김, 돼지갈비 튀김 등 현지의 느낌을 살린 음식을 맛볼 수 있는 곳. 인테리어와 테이블 배치도 대만 현지 식당풍이다. 우육면은 한우사골육수를 사용하며, 아롱사태가 들어간다. 식사 메뉴 한정으로 공깃밥과 고수를 무료로 1회 추가할 수 있다. ","중식, 우육면, 대만식중식",1
33388,베통성수더플래그십,RIBBON_ONE,2026,02-499-1112,3900.0,8000.0,,,,2023년 11월 06일,서울특별시 성동구 연무장7가길 8  (성수동2가),서울특별시 성동구 성수동2가 315-47,,서울특별시,성동구,성수동2가,서울 강북,성수동,37.542935609775,127.055221402925,"소금빵이 유명한 힙한 분위기의 베이커리 카페. 다양한 맛의 소금빵과 캐러멜얼그레이케이크, 가야버터라우겐 등을 맛볼 수 있다. 3층까지 공간이 있으며, 심플한 컬러의 가구와 노출 콘크리트가 잘 어울린다.","카페/커피/티, 카페, 베이커리, 소금빵",1
31292,제이드앤워터,RIBBON_ONE,2026,010-9539-7159,16000.0,38000.0,,,,2020년 08월 ,서울특별시 성동구 한림말3길 21-1  (옥수동),서울특별시 성동구 옥수동 291,,서울특별시,성동구,옥수동,서울 강북,한남동/옥수동/금호동,37.5428890418295,127.015405175755,"브런치 카페 & 내추럴와인바. 점심에는 브런치, 저녁에는 와인바로 운영된다. 창의적인 음식들과 와인 페어링의 조합이 좋다. ","바, 와인바, 기타, 브런치카페",1
30791,툇마루,RIBBON_ONE,2025,0507-1349-7175,4700.0,6500.0,,,,2017년 ,강원특별자치도 강릉시 난설헌로 232 (초당동),강원특별자치도 강릉시 초당동 355,,강원특별자치도,강릉시,초당동,강원,강릉시,37.7928910724179,128.914475618377,"흑임자라테로 전국적으로 유명해진 곳이다. 툇마루커피라는 메뉴가 흑임자라테를 말하며 차가운 우유에 고소하고 달달한 흑임자크림과 찐득하고 씁쓸한 에스프레소를 얹어 만든다. 최근 확장 이전하면서 예전처럼 네 시간씩 웨이팅하지는 않지만, 여전히 줄을 서서 기다려야 한다.","카페/커피/티, 커피전문점",1
2941,평산옥,RIBBON_ONE,2025,051-468-6255  ,10000.0,10000.0,,,,1890년 ,부산광역시 동구 초량중로 26 (초량동),부산광역시 동구 초량동 591-11,,부산광역시,동구,초량동,부산,동구/차이나타운,35.114282,129.037131,100년이 넘는 전통을 자랑하는 돼지수육 전문점. 수육이 1인분씩 나오며 양도 넉넉한 편이다. 식사로 나오는 돼지사골국수는 특별한 맛은 아니지만 무난히 먹기 좋다. 수육 포장도 가능하다.,"한식(육류), 수육, 한식(면류), 고기국수",1
30750,미락식당,RIBBON_ONE,2025,0507-1350-3828,50000.0,100000.0,,,,1998년 ,전라남도 목포시 백년대로231번길 12 (상동),전라남도 목포시 상동 924-5,,전라남도,목포시,상동,전남,목포시,34.801986182453,126.414014488203,목포에서 꽃게살비빔밥으로 유명한 곳이다. 꽃게살비빔밥은 이름 그대로 양념을 가미한 꽃게 살을 밥에 비벼 먹는 비빔밥이다. 생물 꽃게만 사용해서 비리지 않으며 양념에는 비파열매로 담근 청을 넣어 감칠맛을 잘 살려냈다. 목포의 명물 생선인 민어의 새끼를 가리키는 말인 ‘통치’를 구운 생선구이도 인기다. ,"한식(어패류), 게장",1
16145,은희네해장국,RIBBON_ONE,2025,064-726-5622  ,8000.0,11000.0,"06:00~15:00│토, 일요일, 공휴일 06:00~14:00 ",소고기해장국(1만1천원),목요일 휴무,2002년 ,제주특별자치도 제주시 고마로13길 8 (일도이동),제주특별자치도 제주시 일도이동 357-4,,제주특별자치도,제주시,일도이동,제주,제주시,33.5085320014821,126.540741186743,"메뉴는 소고기해장국 하나로, 콩나물과 우거지, 소고기, 선지가 푸짐하게 들어 있다. 반찬은 깍두기와 배추김치, 풋고추 세 가지로 간단하다. 뚝배기에 팔팔 끓는 해장국이 나오면 취향대로 다진 마늘과 양념을 넣어 먹는다. 2인 이상 부터 식사가 가능하다.","한식(탕/국/찌개/전골), 선지해장국",1
16142,골목식당,RIBBON_ONE,2025,064-757-4890  ,12000.0,35000.0,10:30~20:00 ,"꿩메밀칼국수(1만2천원), 꿩구이(3만5천원)",비정기적 휴무,,제주특별자치도 제주시 중앙로 63-9 (이도일동),제주특별자치도 제주시 이도일동 1347-1,,제주특별자치도,제주시,이도일동,제주,제주시,33.5118229358576,126.525017285831,"담백한 육수와 제주산 꿩고기, 메밀로 만든 면발이 최고의 궁합을 이루는 꿩국수가 유명하다. 마늘을 듬뿍 넣어 양념을 한 꿩 구이, 국수와 수제비의 중간쯤 되는 꿩메밀국수를 맛볼 수 있다. 원래 제주는 척박한 땅이었고 상대적으로 흔한 편이었던 꿩은 제주 도민들의 중요한 단백질 공급원 중 하나였다고 한다. 제주에서는 얼마 남지 않은, 40여 년이 넘은 귀한 노포다. ","한식(가금류), 꿩고기, 한식(면류), 국수",1
30654,수갈비,RIBBON_ONE,2025,031-989-2389  ,7000.0,130000.0,,,,2017년 06월 05일,경기도 김포시 김포한강3로237번길 17 (장기동),경기도 김포시 장기동 1692,1층,경기도,김포시,장기동,경기,김포시,37.63822371507417,126.66414659944488,합리적인 가격대와 맛으로 동네 주민들에게 인기 있는 돼지갈비 전문점이다. 돼지갈비 외에도 1++등급의 한우도 갖추고 있다. 셀프코너에서 신선한 채소류를 부담 없이 리필할 수 있다는 점이 좋다.,"한식(육류), 소고기구이, 돼지갈비",1
30643,커피명가라핀카,RIBBON_ONE,2025,053-743-0892,5500.0,8500.0,,,,2013년 ,대구광역시 수성구 국채보상로 953-1 (만촌동),대구광역시 수성구 만촌동 421-12,,대구광역시,수성구,만촌동,대구,수성구,35.86764313934061,128.63491690267355,"대구 커피의 원조급인 커피명가에서 운영하는 곳. 커피 박물관, 도심형 식물공장 설비로 연중 커피묘목 성장 과정을 체험할 수 있다. 커피 생두를 수입해서 직접 로스팅 한다. 비엔나커피에 휘핑크림을 올린 명가치노와 신선한 딸기케이크가 인기 메뉴다.","카페/커피/티, 커피전문점",1
14879,산들다헌,RIBBON_ONE,2025,063-632-3251  ,4500.0,14000.0,,,,,전라북도 남원시 향단로 21 (쌍교동),전라북도 남원시 쌍교동 103-2,,전북특별자치도,남원시,쌍교동,전북,남원시,35.405237,127.382336,"대추빙수로 유명한 찻집. 한옥을 개조해서 만든 곳으로, 전통적인 분위기가 물씬 풍긴다. 바깥으로는 나무로 만든 입식 테이블이, 방에는 좌식 테이블이 놓여져 있다. 작은 소품까지 구석 구석 주인의 손길이 닿지 않은 곳이 없어 구경하는 재미도 쏠쏠하다. 티라미수는 음료와 함께 주문 시 7천원에 맛볼 수 있다.","카페/커피/티, 카페, 전통차전문점, 디저트/스위트, 빙수",1
2883,백만석,RIBBON_ONE,2025,055-638-3300  ,15000.0,30000.0,,,,,경상남도 거제시 계룡로 47 (상동동),경상남도 거제시 상동동 960 오형빌딩,오형빌딩,경상남도,거제시,상동동,경남,거제시,34.875152,128.626848,"멍게비빔밥 전문점. 4월~6월 멍게 철에 잡아 싱겁게 간을 해 살짝 얼려둔 멍게를 비빔밥에 올려 낸다. 김가루, 깨소금, 참기름에 비벼 먹으면 맛이 조화롭다. 와다라고 불리는 해삼 창자젓으로 만든 비빔밥도 있다. 50년 전통을 자랑한다.","한식(어패류), 멍게비빔밥, 생선회, 생선매운탕",1
30596,르부이부이,RIBBON_ONE,2025,0507-1315-4732,38000.0,48000.0,,,,2019년 07월 ,제주특별자치도 제주시 사라봉7길 32 (건입동),제주특별자치도 제주시 건입동 674-23 성원연립,,제주특별자치도,제주시,건입동,제주,제주시,33.51541197569133,126.5395325929007,"종달리의 프이스트 엔드와 프렌치 터틀로 많은 사랑을 받았던 임상만, 이은주 셰프 부부의 프렌치 레스토랑. 파리 뒷골목의 비스트로에 와 있는 듯한 이국적인 분위기에서 완성도 높은 현지 스타일 비스트로 요리와 내추럴 와인을 합리적인 가격에 맛볼 수 있다.",프랑스식,1
30581,지리산약초장어,RIBBON_ONE,2025,055-974-2211  ,4000.0,69000.0,,,,2013년 10월 13일,경상남도 산청군 금서면 친환경로2605번길 6-1,경상남도 산청군 금서면 매촌리 87-14,,경상남도,산청군,금서면,경남,산청군,35.41854690998507,127.87099111427078,지리산 약초로 키운 민물장어를 맛볼 수 있는 곳이다. 참숯에 구운 민물장어는 참숯 향이 은은하게 나며 장어 특유의 흙냄새가 없고 담백한 맛이 좋다. 매콤한 고추장양념을 발라 구운 향긋한 더덕구이를 곁들여 먹으면 좋다.,"한식(민물어패류), 장어",1
13126,가매일식,RIBBON_ONE,2025,062-352-7711  ,20000.0,80000.0,11:30~14:00/17:30~21:30 ,"오마카세(A코스 12만원, B코스 8만원), 남도초밥정식(8만원), 남도초밥&상추튀김텐동(6만원), 가매런치정식(4만8천원), 생대구탕정식, 생대구지리정식, 마른부세굴비정식(각 3만원)","일요일, 명절 휴무",,광주광역시 서구 상무대로 1104-26 (농성동),광주광역시 서구 농성2동 649-1,,광주광역시,서구,농성동,광주,서구/상무지구,35.152499,126.883834,"모던하고 깨끗한 인테리어의 대형 일식집. 고급스럽고 수준 높은 일식을 맛볼 수 있다. 일본 사케도 여러 가지가 준비되어 있다. 김대중 전대통령이 방문하여 유명해진 집으로, 연예인의 사인도 한쪽 벽면에 가득 붙어 있다.",일식,1
3036,본가,RIBBON_ONE,2025,063-564-5888  ,11000.0,35000.0,09:00~21:00 ,"백합정식(2인 이상, 1인 3만5천원), 백합무침(3만원), 백합죽(1만4천원), 바지락죽, 바지락비빔밥, 바지락국밥(각 1만1천원), 백합샤부샤부(2인 이상 1인 2만원), 프리미엄등갈비찜, 바지락전골(각 2인",명절 휴무,1991년 ,전라북도 고창군 고창읍 석정2로 160,전라북도 고창군 고창읍 석정리 783,,전북특별자치도,고창군,고창읍,전북,고창군,35.4306035699418,126.73902156484,"백합 전문 요리점으로, 4월이면 제철인 백합 요리를 맛볼 수 있다. 변산반도와 전남 영광에서 잡은 백합을 사용한다. 새콤하게 무쳐낸 조개회무침이 추천할 만하다. 마당이 백합 껍데기로 뒤덮여 있는 모습이 독특하다.","한식(어패류), 백합",1
30518,용지봉,RIBBON_ONE,2025,0507-1322-8558,35000.0,120000.0,,,,1998년 12월 21일,대구광역시 수성구 들안로 9 (상동),대구광역시 수성구 상동 405-1,,대구광역시,수성구,상동,대구,수성구,35.83055372265005,128.61615356287723,경북의 향토음식을 즐길 수 있는 한정식 전문점. 전체적으로 상차림이 정갈하고 깔끔하다. 특히 시원한 열무김치가 별미며 열무김치는 따로 판매도 한다. 단체모임으로 좋은 곳.,"한식(일반한식), 한정식, 한식(육류), 소고기구이",1
12902,해녀의집,RIBBON_ONE,2025,064-783-1135  ,12000.0,50000.0,08:30~18:00 ,"전복죽(1만2천원), 해물(시가)",연중무휴,,제주특별자치도 서귀포시 성산읍 일출로 284-34,제주특별자치도 서귀포시 성산읍 성산리 104-1 성산어촌계우뭇개식당,,제주특별자치도,서귀포시,성산읍,제주,성산/우도,33.462882,126.938914,전복을 비롯한 여러 가지 해산물을 맛볼 수 있는 곳이다. 대표 메뉴는 역시 전복죽이다. 게우와 전복살이 실하게 들어 있는 전복죽 맛이 그만이다. 제주의 향토 음식인 작은 바다 게를 갈아 끓인 겡이죽을 맛 볼 수 있는 몇 안 되는 식당이기도 하다.,"한식(일반한식), 전복죽, 한식(어패류), 전복",1
3082,옛날경주숯불,RIBBON_ONE,2025,054-776-8301 ,18000.0,32000.0,,,,,경상북도 경주시 천북면 천강로 447,경상북도 경주시 천북면 화산리 427-1,,경상북도,경주시,천북면,경북,경주시,35.926377,129.287883,"화산 불고기 단지에 자리한 고깃집. 고기 질이 좋기로 유명하다. 숯불에 구워 먹는 고기가 가격 대비 만족도가 높다. 육즙이 가득하고, 풍미가 훌륭한 소고기를 부위 별로 다양하게 맛볼 수 있다.","한식(육류), 소고기구이, 소갈비",1
12709,알레그리아(판교점),RIBBON_ONE,2025,031-696-0305  ,5300.0,7000.0,"08:00~20:30 | 토, 일요일, 공휴일 10:00~20:30 ","에스프레소, 아메리카노(각 5천3백원), 카페라테, 플랫화이트, 카푸치노(각 5천9백원), 핸드드립(7천원~8천원), 카페라노체(6천7백원)",명절 휴무,2012년 09월 13일,경기도 성남시 분당구 판교역로 230 (삼평동),경기도 성남시 분당구 삼평동 679,삼환하이펙스 B동 1층 119호,경기도,성남시 분당구,삼평동,경기,성남시(판교),37.401239,127.110502,"원두를 직접 수입해 로스팅하는 커피로스팅 전문회사로, 품질 좋고, 정성어린 커피를 맛볼 수 있다. 카페라노체가 시그니처 커피다. 통창 너머로 가로수가 보여 전망도 좋다.","카페/커피/티, 커피전문점",1
3078,삼우갈비,RIBBON_ONE,2025,041-335-6230  ,10000.0,44000.0,,,,1986년 12월 26일,충청남도 예산군 예산읍 임성로23번길 8,충청남도 예산군 예산읍 예산리 549-1,,충청남도,예산군,예산읍,충남,예산군,36.680556,126.848758,"예산에서 갈비로 유명한 집 중 하나. 주문하면 갈비가 구워져 나온다. 갈비 양념이 잘 배어 있어 맛이 좋다. 굴탕은 굴을 차가운 물에 넣고 양념장을 푼 것으로, 시원한 국물 맛을 자랑하며 해장에 좋다.","한식(육류), 소갈비, 한식(탕/국/찌개/전골), 갈비탕",1
12594,광릉한옥집,RIBBON_ONE,2025,031-574-6630  ,14000.0,28000.0,"11:00~15:50(마지막 주문 15:00) | 토, 일요일, 공휴일 11:00 ~20:50(마지막 주문 20:00) ","돼지숯불고기메밀쌈(200g 1만5천원), 소숯불고기메밀쌈(200g 2만6천원), 평양냉면(1만4천원, 곱빼기 1만6천원), 비빔막국수(1만2천원, 곱빼기 1만4천원)","화요일, 명절 휴무",,경기도 남양주시 진접읍 광릉내로 36,경기도 남양주시 진접읍 부평리 602-1,,경기도,남양주시,진접읍,경기,남양주시,37.743028,127.199285,"광양불고기에 메밀쌈을 더한 메뉴로 인기를 끌고 있다. 커다랗게 부친 메밀쌈과 채소, 광양불고기가 함께 나온다. 메밀쌈은 기계로 얇게 부쳐낸 것으로, 여기에 고기와 채소를 올려 둥글게 말면 메밀전병이 된다. 슴슴한 맛의 평양냉면도 인기.","한식(육류), 소불고기, 돼지불고기",1
3077,사각하늘,RIBBON_ONE,2025,031-774-3670  ,40000.0,60000.0,,,,2002년 05월 30일,경기도 양평군 서종면 길곡2길 53,경기도 양평군 서종면 문호리 512-3,,경기도,양평군,서종면,경기,양평군,37.619222,127.357633,"북한강변에 있는 스키야키 요리점. 화려하지는 않지만, 격식 있는 일식을 맛볼 수 있다. 메뉴는 단일메뉴로, 테이블에서 직접 조리해주기 때문에 예약이 필수다. 뒷마당에 마련되어 있는 다실에서 다회를 가져보는 것도 좋다.","일식, 스키야키",1
10973,송화한정식,RIBBON_ONE,2025,055-753-4443  ,18000.0,80000.0,,,,,경상남도 진주시 도동천로 82 (상대동),경상남도 진주시 상대동 300-15,,경상남도,진주시,상대동,경남,진주시,35.179113,128.109509,"깔끔한 실내에서 정갈한 한정식을 맛볼 수 있다. 샐러드와 구절판, 녹두전, 화전, 회와 해산물, 보쌈, 조기구이, 갈비찜 등 다양한 요리가 나온다. 식사로는 밥, 된장찌개에 열 가지 반찬이 깔린다. 예약 후 방문은 필수인 곳이다.","한식(일반한식), 한정식",1
12793,노렌스시,RIBBON_ONE,2025,055-242-7812  ,45000.0,100000.0,11:30~15:10/17:00~22:00(마지막 주문 20:00) ,"스시런치코스, 사시미런치코스(각 4만5천?원), 디너스시코스, 디너사시미A코스(각 7만5천원), 디너사시미B코스(10만원)",명절 휴무,2011년 09월 17일,경상남도 창원시 마산합포구 해안대로 288 (신포동1가),경상남도 창원시 마산합포구 신포동1가 66-2,,경상남도,창원시 마산합포구,신포동1가,경남,창원시(마산),35.198672,128.573088,"창원을 대표하는 일식집. 일식과 양식을 조화시킨 새로운 트렌드로 창원의 일식 요리를 한 단계 성장시킨 것으로 평가 받고 있다. 인테리어 또한 일본 특유의 오픈형 룸으로, 이국적인 감성을 나타낸다. ","일식, 스시",1
12903,연정식당,RIBBON_ONE,2025,064-747-3959  ,14000.0,50000.0,09:00~21:00(마지막 주문 20:30) ,"가브리살(150g 2만3천원), 삼겹살, 오겹살, 목살(각 150g 2만원), 곱창전골(5만원), 김치찌개, 청국장(각 소 1만4천원, 중 2만1천원, 대 2만8천원)","첫째, 셋째 주 일요일 휴무",,제주특별자치도 제주시 신광로10길 29 (연동),제주특별자치도 제주시 연동 256,,제주특별자치도,제주시,연동,제주,제주시(신시가지),33.483772,126.486825,가브리살과 항정살이 맛있는 곳이다. 고기를 철판에 구워 깻잎절임에 싸먹는 맛이 그만이다. 고기에 청국장을 곁들이면 더욱 좋다. 호남 출신 주인의 손맛이 좋다. 남도의 진한 맛을 내는 김치와 청국장이 특히 훌륭하다.,"한식(육류), 돼지고기구이",1
10968,수석정,RIBBON_ONE,2025,054-748-0835  ,18000.0,65000.0,,,,1997년 ,경상북도 경주시 내리길 41 (배반동),경상북도 경주시 배반동 727-3,,경상북도,경주시,배반동,경북,경주시,35.8256980608763,129.237305556377,"경주박물관 앞에 있는 오래된 한정식집. 현지인들이 많이 가는 곳이다. 정식을 시키면 신선한 해산물과 갈비찜 등이 차려진다. 음식은 자극적이지 않고 담백한 편이다. 상호처럼 정원에 오래된 소나무와 분재, 돌들이 가득하다. ","한식(일반한식), 한정식",1
3073,본여우&본정,RIBBON_ONE,2025,052-268-1164  ,5000.0,15500.0,,,,,울산광역시 남구 왕생로120번길 5 (달동),울산광역시 남구 달동 1319-13,,울산광역시,남구,달동,울산,남구,35.544168,129.329771,"본정이라는 상호로 운영하던, 3대째 이어 내려오는 한국 스타일 우동집. 멸칫국물에 다시마, 가쓰오부시를 넣어 맛을 낸 여우우동이 대표 메뉴다. 우동과 초밥으로 구성된 정식메뉴는 가격대비 만족도가 높다.","일식, 일식우동, 소바",1
12788,고궁담,RIBBON_ONE,2025,063-228-3711  ,10000.0,54000.0,,,,2012년 06월 30일,전라북도 전주시 완산구 유연로 170 (효자동3가),전라북도 전주시 완산구 효자동3가 1627-1,,전북특별자치도,전주시 완산구,효자동3가,전북,전주시,35.824867,127.104042,"전주비빔밥 전문점 고궁에서 운영하는 한정식집. 정식을 주문하면 한 상 가득 정갈한 전라도 음식이 차려진다. 고궁의 비빔밥과 달리 미리 비벼져 나오는 것이 특징. 모던하고 세련된 인테리어가 갤러리를 연상케 하며, 음식을 담는 그릇도 모두 도기를 사용하여 고급스러운 느낌이다. 별도의 룸도 갖추고 있어 돌잔치나 상견례 장소로도 인기가 많은 곳.","한식(일반한식), 비빔밥",1
30488,오스테리아어부,RIBBON_ONE,2025,0507-1435-8887,88000.0,180000.0,,,,2017년 05월 01일,부산광역시 부산진구 동천로 58 (전포동),부산광역시 부산진구 전포동 692-2,,부산광역시,부산진구,전포동,부산,부산진구(서면),35.15393617856878,129.06257950408977,이탈리아 현지의 맛을 살린 요리와 함께 와인을 즐기기 좋은 곳. 그날그날 들어온 신선한 재료로 만드는 이탈리아 요리로 구성된 테이스팅코스를 선보인다.,"이탈리아식, 파스타",1
3058,진태원,RIBBON_ONE,2025,033-335-5567  ,7000.0,40000.0,,,,,강원특별자치도 평창군 대관령면 횡계길 19,강원특별자치도 평창군 대관령면 횡계리 325-18,,강원특별자치도,평창군,대관령면,강원,평창군,37.673225,128.708272,바삭하면서도 부드러운 탕수육 맛이 일품이다. 링 모양의 양파와 생부추가 듬뿍 올라가는 것이 특징이다. 횡계 시내에서 잘하는 집으로 소문나 있다.,"중식, 일반중식",1
12698,뉴서울갈비,RIBBON_ONE,2025,054-843-1400  ,32000.0,32000.0,11:00~21:30 ,"한우마늘갈비, 한우양념갈비, 한우찜갈비, 한우생갈비(각 200g 3만2천원)",연중무휴,,경상북도 안동시 음식의길 10 (운흥동),경상북도 안동시 운흥동 171-8 대림상가,대림상가 1층,경상북도,안동시,운흥동,경북,안동시,36.563545,128.731933,예전 서울갈비 자리에 새로 생긴 갈빗집. 안동식 갈비를 맛볼 수 있으며 마늘양념이 인상적인 마늘생갈비도 인기 메뉴로 통한다.,"한식(육류), 소갈비",1
3069,회영루,RIBBON_ONE,2025,033-254-3841  ,7000.0,35000.0,,,,1974년 ,강원특별자치도 춘천시 금강로 38 (소양로3가),강원특별자치도 춘천시 소양로3가 180-5,,강원특별자치도,춘천시,소양로3가,강원,춘천시,37.88088582978792,127.72636153551409,탕수육의 명가. 탕수육 외에도 해물이 듬뿍 들어간 짬뽕의 맛이 일품이다. 화학조미료나 색소를 넣지 않고 재래식으로 만든 전통 중국 춘장만 사용한 백년짜장도 별미다. 춘천에서 가장 오래된 화상중식당으로 알려져 있으며 50여 년의 역사를 자랑한다.,"중식, 일반중식",1
12697,구서울갈비,RIBBON_ONE,2025,054-857-5981  ,7000.0,32000.0,11:00~22:00(마지막 주문 21:30) ,"한우생갈비, 한우양념갈비(각 200g 3만2천원), 냉면(7천원)",연중무휴,1959년 ,경상북도 안동시 음식의길 14 (운흥동),경상북도 안동시 운흥동 171-7 대림상가,,경상북도,안동시,운흥동,경북,안동시,36.563722,128.731971,"60년 역사의 갈빗집으로, 안동갈비골목에서 가장 오래된 집으로 꼽힌다. 양념을 강하게 하지 않은 안동식 갈비를 숯불에 구워 먹을 수 있다. 남은 갈빗대를 넣어서 끓이는 갈비찜 맛도 일품. 원래는 서울갈비가 상호였으나 이전하면서 구서울갈비라는 상호를 사용하게 되었다.","한식(육류), 소갈비",1
3055,두암식당,RIBBON_ONE,2025,061-452-3775  ,17000.0,17000.0,,,,1960년 ,전라남도 무안군 몽탄면 우명길 52,전라남도 무안군 몽탄면 사창리 697-2,,전라남도,무안군,몽탄면,전남,무안군,34.965355,126.518907,"불이 센 짚불을 이용하여 돼지고기를 굽는다. 처음에는 솔잎으로 굽다가 그을음이 많이 나서 볏짚으로 바꾸었다고 한다. 삼겹살과 목살을 석쇠에 끼운 후 불타는 볏짚에 집어넣는다. 볏짚이 타면서 내는 연기가 훈제 효과를 낸다. 짚불돼지고기에 게소스, 양파 김치를 함께 곁들이면 더욱 맛있다. ","한식(육류), 삼겹살",1
12750,옥천냉면황해식당,RIBBON_ONE,2025,031-773-3575  ,14000.0,28000.0,11:00~20:00 ,"물냉면, 비빔냉면(각 1만4천원), 완자, 편육(각 2만8천원)",수요일 휴무,1952년 ,경기도 양평군 옥천면 경강로 1493-12,경기도 양평군 옥천면 옥천리 884-14,,경기도,양평군,옥천면,경기,양평군,37.5110670495195,127.449715164662,"이 일대에는 황해도식 냉면인 옥천냉면을 내세우는 집들이 여럿 모여 있다. 그 중에서도 3대째 내려오는, 70여 년 전통을 자랑하는 집이다. 옥천냉면의 특징은 평양냉면에 비해 면발이 굵고 쫄깃하다는 점이다. 식초와 겨자를 넣어 톡쏘는 육수의 맛은 각 냉면집마다 고유의 비법을 갖고 있다. ","한식(면류), 황해도냉면",1
12789,상황삼계탕오리불고기,RIBBON_ONE,2025,051-703-5298  ,16000.0,55000.0,10:30~21:00(마지막 주문 20:40) ,"상황삼계탕(1만6천원), 옻상황삼계탕, 홍삼상황삼계탕(각 1만9천원), 옻+홍삼상황삼계탕(2만1천원), 전복상황삼게탕(2만8천원), 닭백숙, 오리백숙(각 5만5천원), 오리로스(4만5천원)",연중무휴,2009년 ,부산광역시 해운대구 좌동로91번길 45 (좌동),부산광역시 해운대구 좌동 879,1층,부산광역시,해운대구,좌동,부산,해운대구(해운대/달맞이길/송정),35.174115,129.173588,상황과 각종 한약재를 넣어 끓인 상황삼계탕이 대표 메뉴이다. 닭똥집볶음 등 밑반찬도 정갈하게 나온다. 상황버섯과 각종 약재를 전시 판매하고 있다.,"한식(가금류), 삼계탕",1
10792,유진횟집,RIBBON_ONE,2025,055-862-4040  ,28000.0,150000.0,,,,,경상남도 남해군 설천면 노량로183번길 14,경상남도 남해군 설천면 노량리 393-22 유진횟집,,경상남도,남해군,설천면,경남,남해군,34.941238,127.874782,"자연산 돌돔과 우럭찜, 매운탕이 맛있는 곳. 가을에는 감성돔 맛이 좋다. 무를 얇게 썬 후 둥글게 말아 그 위에 회를 올려서 나오는 것이 특징이다. 횟집이 몰려 있는 노량마을에서 많이 알려져 있는 곳으로, 남해대교가 보이는 전망도 일품이다. 식사 후에는 바닷가 테라스에서 커피 한 잔 할 수 있다.","한식(어패류), 생선회",1
